budget,genres,homepage,id,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
650000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://movies.warnerbros.com/spacecowboys/index.html,5551,"[{""id"": 1432, ""name"": ""nasa""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 172971, ""name"": ""elderly""}]","Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",15.772081,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Clipsal Films"", ""id"": 10566}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31/07/2000,128884132,130,Space Cowboys,6.3,403
650000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",http://eyeswideshut.warnerbros.com/,345,"[{""id"": 314, ""name"": ""life and death""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 460, ""name"": ""free love""}, {""id"": 826, ""name"": ""heterosexual""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1817, ""name"": ""orgy""}, {""id"": 2404, ""name"": ""masked ball""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 33625, ""name"": ""illegal prostitution""}]","After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",27.870312,"[{""name"": ""Hobby Films"", ""id"": 194}, {""name"": ""Pole Star"", ""id"": 195}, {""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14/07/1999,162091208,159,Eyes Wide Shut,7.1,1234
501000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://focusmovie.com/,256591,"[{""id"": 3182, ""name"": ""seduction""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10453, ""name"": ""con artist""}]","Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",59.634029,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25/02/2015,153962963,105,Focus,6.7,2542
650000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.thismeanswarmovie.com/,59962,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 182178, ""name"": ""sushi bar""}, {""id"": 182185, ""name"": ""exploding airplane""}, {""id"": 182195, ""name"": ""online dating""}, {""id"": 182196, ""name"": ""stable""}, {""id"": 182198, ""name"": ""karate class""}, {""id"": 182204, ""name"": ""dog shelter""}]",Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,38.994297,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Overbrook Films"", ""id"": 907}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14/02/2012,156974557,103,This Means War,5.9,1389
650000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.warnerbros.com/blade-trinity,36648,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 14731, ""name"": ""martial arts master""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14926, ""name"": ""katana sword""}, {""id"": 40884, ""name"": ""blade""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 163074, ""name"": ""super villain""}, {""id"": 166720, ""name"": ""vampire slayer""}, {""id"": 174871, ""name"": ""fast motion scene""}, {""id"": 174878, ""name"": ""female vampire""}]","For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",49.660055,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Shawn Danielle Productions Ltd."", ""id"": 8851}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Peter Frankfurt Productions"", ""id"": 42209}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/12/2004,128905366,123,Blade: Trinity,5.7,1252
650000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.residentevil-movie.com/site/,71679,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12369, ""name"": ""tokyo japan""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 188959, ""name"": ""plague""}, {""id"": 188973, ""name"": ""pandemic""}, {""id"": 197990, ""name"": ""mega corporation""}]","The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",6.227675,"[{""name"": ""Davis-Films"", ""id"": 342}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/09/2012,240159255,95,Resident Evil: Retribution,5.6,1600
450000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.deathracemovie.net/,10483,"[{""id"": 830, ""name"": ""car race""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5144, ""name"": ""matter of life and death""}, {""id"": 9774, ""name"": ""prison guard""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 9778, ""name"": ""exploding building""}, {""id"": 9779, ""name"": ""vehicle combat""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 14819, ""name"": ""violence""}]","Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",42.57877,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""H2S2 Filmproduktionsgesellschaft"", ""id"": 28121}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",22/08/2008,73762516,105,Death Race,6,1175
630000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.foxmovies.com/movies/fight-club,550,"[{""id"": 825, ""name"": ""support group""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 1541, ""name"": ""nihilism""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14819, ""name"": ""violence""}]","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""Linson Films"", ""id"": 54050}, {""name"": ""Atman Entertainment"", ""id"": 54051}, {""name"": ""Knickerbocker Films"", ""id"": 54052}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/10/1999,100853753,139,Fight Club,8.3,9413
650000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.ifrankensteinfilm.com,100241,"[{""id"": 634, ""name"": ""soul""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11408, ""name"": ""gargoyles""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 33783, ""name"": ""dark""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 209714, ""name"": ""3d""}]","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",31.324734,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Hopscotch Films"", ""id"": 13788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",22/01/2014,71154592,92,"I, Frankenstein",5,687
430000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",http://marvel.com/movies/movie/13/elektra,9947,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12367, ""name"": ""female assassin""}, {""id"": 15285, ""name"": ""spin off""}]","Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",28.613892,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}, {""name"": ""Elektra Productions"", ""id"": 19553}, {""name"": ""SAI Productions"", ""id"": 19554}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13/01/2005,56681566,97,Elektra,4.8,575
550000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",http://www.everestmovie.com/,253412,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5827, ""name"": ""hiking""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 34079, ""name"": ""death""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 159212, ""name"": ""mountain climbing""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 192779, ""name"": ""mount everest""}, {""id"": 209714, ""name"": ""3d""}]","Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",60.246978,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RVK Studios"", ""id"": 62693}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/09/2015,203427584,121,Everest,6.7,1772
630000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.austinpowers.com/,818,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 339, ""name"": ""submarine""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 402, ""name"": ""clone""}, {""id"": 470, ""name"": ""spy""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1690, ""name"": ""belgium""}, {""id"": 1881, ""name"": ""dutch""}, {""id"": 1926, ""name"": ""car journey""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 3290, ""name"": ""laser""}, {""id"": 3346, ""name"": ""sumo ringer""}, {""id"": 3371, ""name"": ""family history""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 4507, ""name"": ""clowning""}, {""id"": 4539, ""name"": ""overweight man""}, {""id"": 4541, ""name"": ""conciliation""}, {""id"": 15267, ""name"": ""james bond spoof""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",40.137264,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Eric's Boy"", ""id"": 595}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Moving Pictures"", ""id"": 15888}, {""name"": ""Gratitude International"", ""id"": 52943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26/07/2002,296655431,94,Austin Powers in Goldmember,5.9,979
650000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.astroboy-themovie.com/,16577,"[{""id"": 9715, ""name"": ""superhero""}]","Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",24.857079,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Tezuka Production Company Ltd."", ""id"": 3196}, {""name"": ""Imagi Animation Studios"", ""id"": 3463}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/10/2009,44091067,94,Astro Boy,6.1,409
